,source,target,ligand,receptor,cpm_threshold,species
898236,dS3,Epi1,SEMA5B,PLXNA3,False,Homo_sapiens
898237,dS3,Epi1,SEMA6B,PLXNA2,False,Homo_sapiens
898238,dS3,Epi1,SEMA6B,PLXNA4,False,Homo_sapiens
898239,dS3,Epi1,SEMA6D,PLXNA1,False,Homo_sapiens
898240,dS3,Epi1,SEMA6D,TREM2,False,Homo_sapiens
898241,dS3,Epi1,SEMA6D,TYROBP,False,Homo_sapiens
898242,dS3,Epi1,SEMA7A,PLXNC1,False,Homo_sapiens
898243,dS3,Epi1,SHH,SMO,False,Homo_sapiens
898244,dS3,Epi1,SLURP1,CHRNA7,False,Homo_sapiens
898534,dS3,Epi1,SST,GPR107,False,Homo_sapiens
898245,dS3,Epi1,SST,SSTR1,False,Homo_sapiens
898246,dS3,Epi1,SST,SSTR2,False,Homo_sapiens
898247,dS3,Epi1,SST,SSTR3,False,Homo_sapiens
898248,dS3,Epi1,SST,SSTR5,False,Homo_sapiens
898249,dS3,Epi1,TAC1,TACR1,False,Homo_sapiens
898250,dS3,Epi1,TAC1,TACR2,False,Homo_sapiens
898251,dS3,Epi1,TAC3,TACR3,False,Homo_sapiens
898252,dS3,Epi1,TAC4,TACR1,False,Homo_sapiens
898510,dS3,Epi1,TBXAS1,PTGDR,False,Homo_sapiens
898511,dS3,Epi1,TBXAS1,PTGDR2,False,Homo_sapiens
898512,dS3,Epi1,TBXAS1,PTGER1,False,Homo_sapiens
898513,dS3,Epi1,TBXAS1,TBXA2R,False,Homo_sapiens
898253,dS3,Epi1,TFF1,FCRL4,False,Homo_sapiens
898254,dS3,Epi1,TG,ASGR1,False,Homo_sapiens
898255,dS3,Epi1,TGFA,EGFR,False,Homo_sapiens
898256,dS3,Epi1,TGFBR3,TGFB1,False,Homo_sapiens
898257,dS3,Epi1,TNF,FAS,False,Homo_sapiens
898258,dS3,Epi1,TNF,FFAR2,False,Homo_sapiens
898259,dS3,Epi1,TNF,FLT4,False,Homo_sapiens
898260,dS3,Epi1,TNF,RIPK1,False,Homo_sapiens
898261,dS3,Epi1,TNF,TNFRSF1A,False,Homo_sapiens
898262,dS3,Epi1,TNF,TNFRSF1B,False,Homo_sapiens
898263,dS3,Epi1,TNF,VSIR,False,Homo_sapiens
898264,dS3,Epi1,TNFRSF1A,TNF,False,Homo_sapiens
898265,dS3,Epi1,TNFRSF1B,TNF,False,Homo_sapiens
898266,dS3,Epi1,TNFSF10,RIPK1,False,Homo_sapiens
898267,dS3,Epi1,TNFSF10,TNFRSF10A,False,Homo_sapiens
898268,dS3,Epi1,TNFSF10,TNFRSF10B,False,Homo_sapiens
898269,dS3,Epi1,TNFSF10,TNFRSF10C,False,Homo_sapiens
898270,dS3,Epi1,TNFSF10,TNFRSF10D,False,Homo_sapiens
898271,dS3,Epi1,TNFSF10,TNFRSF11B,False,Homo_sapiens
898272,dS3,Epi1,TNFSF11,TNFRSF11A,False,Homo_sapiens
898273,dS3,Epi1,TNFSF11,TNFRSF11B,False,Homo_sapiens
898274,dS3,Epi1,TNFSF12,TNFRSF12A,False,Homo_sapiens
898275,dS3,Epi1,TNFSF12,TNFRSF25,False,Homo_sapiens
898276,dS3,Epi1,TNFSF13,FAS,False,Homo_sapiens
898277,dS3,Epi1,TNFSF13,TNFRSF13B,False,Homo_sapiens
898278,dS3,Epi1,TNFSF13,TNFRSF14,False,Homo_sapiens
898279,dS3,Epi1,TNFSF13,TNFRSF17,False,Homo_sapiens
898280,dS3,Epi1,TNFSF13,TNFRSF1A,False,Homo_sapiens
898281,dS3,Epi1,TNFSF13B,TFRC,False,Homo_sapiens
898282,dS3,Epi1,TNFSF13B,TNFRSF13B,False,Homo_sapiens
898283,dS3,Epi1,TNFSF13B,TNFRSF13C,False,Homo_sapiens
898284,dS3,Epi1,TNFSF13B,TNFRSF17,False,Homo_sapiens
898285,dS3,Epi1,TNFSF14,LTBR,False,Homo_sapiens
898286,dS3,Epi1,TNFSF14,TNFRSF14,False,Homo_sapiens
898287,dS3,Epi1,TNFSF15,TNFRSF25,False,Homo_sapiens
898288,dS3,Epi1,TNFSF18,TNFRSF18,False,Homo_sapiens
898289,dS3,Epi1,TNFSF4,TNFRSF4,False,Homo_sapiens
898290,dS3,Epi1,TNFSF8,TNFRSF8,False,Homo_sapiens
898291,dS3,Epi1,TNFSF9,TNFRSF9,False,Homo_sapiens
898514,dS3,Epi1,TPH1,MTNR1A,False,Homo_sapiens
898515,dS3,Epi1,TPH1,MTNR1B,False,Homo_sapiens
898292,dS3,Epi1,TSHB,TSHR,False,Homo_sapiens
898293,dS3,Epi1,TSLP,IL7R,False,Homo_sapiens
898294,dS3,Epi1,UCN,CRHR2,False,Homo_sapiens
898295,dS3,Epi1,UCN2,CRHR2,False,Homo_sapiens
898296,dS3,Epi1,ULBP1,KLRK1,False,Homo_sapiens
898297,dS3,Epi1,ULBP2,KLRK1,False,Homo_sapiens
898298,dS3,Epi1,ULBP3,KLRK1,False,Homo_sapiens
898299,dS3,Epi1,UTS2B,SSTR5,False,Homo_sapiens
898301,dS3,Epi1,VEGFA,FLT1,False,Homo_sapiens
898302,dS3,Epi1,VEGFA,GRIN2B,False,Homo_sapiens
898300,dS3,Epi1,VEGFA,KDR,False,Homo_sapiens
898303,dS3,Epi1,VEGFB,FLT1,False,Homo_sapiens
898305,dS3,Epi1,VEGFC,FLT4,False,Homo_sapiens
898304,dS3,Epi1,VEGFC,KDR,False,Homo_sapiens
898307,dS3,Epi1,VEGFD,FLT4,False,Homo_sapiens
898306,dS3,Epi1,VEGFD,KDR,False,Homo_sapiens
898308,dS3,Epi1,VIP,AVPR1A,False,Homo_sapiens
898309,dS3,Epi1,VIP,DPP4,False,Homo_sapiens
898310,dS3,Epi1,VIP,VIPR1,False,Homo_sapiens
898311,dS3,Epi1,VIP,VIPR2,False,Homo_sapiens
898312,dS3,Epi1,XCL1,XCR1,False,Homo_sapiens
898313,dS3,Epi1,XCL2,XCR1,False,Homo_sapiens
87451,inner_subepi_F1,LE_imp,ACER1,S1PR1,False,Mus_musculus
87452,inner_subepi_F1,LE_imp,ACER1,S1PR2,False,Mus_musculus
87453,inner_subepi_F1,LE_imp,ACER1,S1PR3,False,Mus_musculus
87454,inner_subepi_F1,LE_imp,ACER1,S1PR4,False,Mus_musculus
87455,inner_subepi_F1,LE_imp,ACER1,S1PR5,False,Mus_musculus
87456,inner_subepi_F1,LE_imp,ACER2,S1PR1,False,Mus_musculus
87457,inner_subepi_F1,LE_imp,ACER2,S1PR2,False,Mus_musculus
87458,inner_subepi_F1,LE_imp,ACER2,S1PR3,False,Mus_musculus
87459,inner_subepi_F1,LE_imp,ACER2,S1PR4,False,Mus_musculus
87460,inner_subepi_F1,LE_imp,ACER2,S1PR5,False,Mus_musculus
87461,inner_subepi_F1,LE_imp,ACER3,S1PR1,False,Mus_musculus
87462,inner_subepi_F1,LE_imp,ACER3,S1PR2,False,Mus_musculus
87463,inner_subepi_F1,LE_imp,ACER3,S1PR3,False,Mus_musculus
87464,inner_subepi_F1,LE_imp,ACER3,S1PR4,False,Mus_musculus
87465,inner_subepi_F1,LE_imp,ACER3,S1PR5,False,Mus_musculus
87000,inner_subepi_F1,LE_imp,ADCYAP1,SCTR,False,Mus_musculus
87001,inner_subepi_F1,LE_imp,ADCYAP1,VIPR1,False,Mus_musculus
87002,inner_subepi_F1,LE_imp,ADCYAP1,VIPR2,False,Mus_musculus
87003,inner_subepi_F1,LE_imp,ADM,CALCRL,False,Mus_musculus
87569,inner_subepi_F1,LE_imp,AGRP,MC2R,False,Mus_musculus
87004,inner_subepi_F1,LE_imp,AGRP,MC4R,False,Mus_musculus
87005,inner_subepi_F1,LE_imp,AGRP,MC5R,False,Mus_musculus
87466,inner_subepi_F1,LE_imp,ALOX5,CYSLTR1,False,Mus_musculus
87467,inner_subepi_F1,LE_imp,ALOX5AP,CYSLTR1,False,Mus_musculus
87006,inner_subepi_F1,LE_imp,AMH,BMPR1A,False,Mus_musculus
87007,inner_subepi_F1,LE_imp,AMH,BMPR1B,False,Mus_musculus
87008,inner_subepi_F1,LE_imp,ANGPTL2,TLR4,True,Mus_musculus
87009,inner_subepi_F1,LE_imp,APLN,APLNR,False,Mus_musculus
87010,inner_subepi_F1,LE_imp,AREG,EGFR,False,Mus_musculus
87011,inner_subepi_F1,LE_imp,ARTN,RET,False,Mus_musculus
87468,inner_subepi_F1,LE_imp,ASAH1,S1PR1,False,Mus_musculus
87469,inner_subepi_F1,LE_imp,ASAH1,S1PR2,False,Mus_musculus
87470,inner_subepi_F1,LE_imp,ASAH1,S1PR3,False,Mus_musculus
87471,inner_subepi_F1,LE_imp,ASAH1,S1PR4,False,Mus_musculus
87472,inner_subepi_F1,LE_imp,ASAH1,S1PR5,False,Mus_musculus
87570,inner_subepi_F1,LE_imp,ASIP,MC1R,False,Mus_musculus
87571,inner_subepi_F1,LE_imp,ASIP,MC2R,False,Mus_musculus
87572,inner_subepi_F1,LE_imp,ASIP,MC4R,False,Mus_musculus
87573,inner_subepi_F1,LE_imp,ASIP,MC5R,False,Mus_musculus
87012,inner_subepi_F1,LE_imp,AVP,AVPR1A,False,Mus_musculus
87013,inner_subepi_F1,LE_imp,AVP,OXTR,False,Mus_musculus
87014,inner_subepi_F1,LE_imp,BDNF,NGFR,False,Mus_musculus
87015,inner_subepi_F1,LE_imp,BDNF,NTRK2,False,Mus_musculus
87016,inner_subepi_F1,LE_imp,BMP15,BMPR2,False,Mus_musculus
87017,inner_subepi_F1,LE_imp,BMP2,BMPR1A,False,Mus_musculus
87018,inner_subepi_F1,LE_imp,BMP2,BMPR1B,False,Mus_musculus
87019,inner_subepi_F1,LE_imp,BMP2,BMPR2,False,Mus_musculus
87020,inner_subepi_F1,LE_imp,BMP2,SMO,False,Mus_musculus
87021,inner_subepi_F1,LE_imp,BMP3,ACVR2A,False,Mus_musculus
87022,inner_subepi_F1,LE_imp,BMP5,ACVR2A,False,Mus_musculus
87023,inner_subepi_F1,LE_imp,BMP5,ACVR2B,False,Mus_musculus
87025,inner_subepi_F1,LE_imp,BMP5,BMPR1A,False,Mus_musculus
87026,inner_subepi_F1,LE_imp,BMP5,BMPR1B,False,Mus_musculus
87024,inner_subepi_F1,LE_imp,BMP5,BMPR2,False,Mus_musculus
87027,inner_subepi_F1,LE_imp,BMP6,ACVR2A,False,Mus_musculus
87028,inner_subepi_F1,LE_imp,BMP6,ACVR2B,False,Mus_musculus
87030,inner_subepi_F1,LE_imp,BMP6,BMPR1A,False,Mus_musculus
87031,inner_subepi_F1,LE_imp,BMP6,BMPR1B,False,Mus_musculus
87029,inner_subepi_F1,LE_imp,BMP6,BMPR2,False,Mus_musculus
87032,inner_subepi_F1,LE_imp,BTC,EGFR,False,Mus_musculus
87033,inner_subepi_F1,LE_imp,BTC,ERBB4,False,Mus_musculus
87574,inner_subepi_F1,LE_imp,C3,C3AR1,False,Mus_musculus
87575,inner_subepi_F1,LE_imp,C3,C5AR1,False,Mus_musculus
87576,inner_subepi_F1,LE_imp,C5,C3AR1,False,Mus_musculus
87577,inner_subepi_F1,LE_imp,C5,C5AR1,False,Mus_musculus
87578,inner_subepi_F1,LE_imp,C5,C5AR2,False,Mus_musculus
87034,inner_subepi_F1,LE_imp,CALCA,CALCRL,False,Mus_musculus
87035,inner_subepi_F1,LE_imp,CALCB,CALCRL,False,Mus_musculus
87036,inner_subepi_F1,LE_imp,CCK,CCKAR,False,Mus_musculus
87037,inner_subepi_F1,LE_imp,CCK,CCKBR,False,Mus_musculus
87038,inner_subepi_F1,LE_imp,CCL11,ACKR1,False,Mus_musculus
87039,inner_subepi_F1,LE_imp,CCL11,ACKR2,False,Mus_musculus
87040,inner_subepi_F1,LE_imp,CCL11,ACKR4,False,Mus_musculus
87041,inner_subepi_F1,LE_imp,CCL11,CCR2,False,Mus_musculus
87042,inner_subepi_F1,LE_imp,CCL11,CCR3,False,Mus_musculus
87043,inner_subepi_F1,LE_imp,CCL11,DPP4,False,Mus_musculus
87044,inner_subepi_F1,LE_imp,CCL17,ACKR1,False,Mus_musculus
87045,inner_subepi_F1,LE_imp,CCL17,ACKR2,False,Mus_musculus
87046,inner_subepi_F1,LE_imp,CCL17,CCR4,False,Mus_musculus
87047,inner_subepi_F1,LE_imp,CCL2,ACKR1,False,Mus_musculus
87048,inner_subepi_F1,LE_imp,CCL2,ACKR2,False,Mus_musculus
87049,inner_subepi_F1,LE_imp,CCL2,CCR10,False,Mus_musculus
87050,inner_subepi_F1,LE_imp,CCL2,CCR2,False,Mus_musculus
87051,inner_subepi_F1,LE_imp,CCL20,CCR6,False,Mus_musculus
87052,inner_subepi_F1,LE_imp,CCL20,CXCR3,False,Mus_musculus
87053,inner_subepi_F1,LE_imp,CCL22,ACKR2,False,Mus_musculus
87054,inner_subepi_F1,LE_imp,CCL22,CCR4,False,Mus_musculus
87055,inner_subepi_F1,LE_imp,CCL22,DPP4,False,Mus_musculus
87056,inner_subepi_F1,LE_imp,CCL24,ACKR2,False,Mus_musculus
87057,inner_subepi_F1,LE_imp,CCL24,CCR2,False,Mus_musculus
87058,inner_subepi_F1,LE_imp,CCL24,CCR3,False,Mus_musculus
87059,inner_subepi_F1,LE_imp,CCL28,ACKR2,False,Mus_musculus
87060,inner_subepi_F1,LE_imp,CCL28,CCR10,False,Mus_musculus
87061,inner_subepi_F1,LE_imp,CCL28,CCR3,False,Mus_musculus
87062,inner_subepi_F1,LE_imp,CCL7,ACKR1,False,Mus_musculus
87063,inner_subepi_F1,LE_imp,CCL7,ACKR2,False,Mus_musculus
87064,inner_subepi_F1,LE_imp,CCL7,CCR10,False,Mus_musculus
87065,inner_subepi_F1,LE_imp,CCL7,CCR2,False,Mus_musculus
87066,inner_subepi_F1,LE_imp,CCL7,CCR3,False,Mus_musculus
87067,inner_subepi_F1,LE_imp,CCL7,CCR5,False,Mus_musculus
87068,inner_subepi_F1,LE_imp,CD160,TNFRSF14,False,Mus_musculus
87069,inner_subepi_F1,LE_imp,CD274,CD80,False,Mus_musculus
87070,inner_subepi_F1,LE_imp,CD274,PDCD1,False,Mus_musculus
87071,inner_subepi_F1,LE_imp,CD70,CD27,False,Mus_musculus
87072,inner_subepi_F1,LE_imp,CD70,TNFRSF13B,False,Mus_musculus
87073,inner_subepi_F1,LE_imp,CD70,TNFRSF17,False,Mus_musculus
87074,inner_subepi_F1,LE_imp,CD80,CTLA4,False,Mus_musculus
87075,inner_subepi_F1,LE_imp,CGA,FSHR,False,Mus_musculus
87076,inner_subepi_F1,LE_imp,CGA,TSHR,False,Mus_musculus
87077,inner_subepi_F1,LE_imp,CKLF,LRP6,False,Mus_musculus
87084,inner_subepi_F1,LE_imp,CORT,SSTR1,False,Mus_musculus
87085,inner_subepi_F1,LE_imp,CORT,SSTR2,False,Mus_musculus
87086,inner_subepi_F1,LE_imp,CSF1,CSF1R,False,Mus_musculus
87087,inner_subepi_F1,LE_imp,CSF3,CSF3R,False,Mus_musculus
87088,inner_subepi_F1,LE_imp,CTF1,LIFR,False,Mus_musculus
87089,inner_subepi_F1,LE_imp,CX3CL1,CX3CR1,False,Mus_musculus
87090,inner_subepi_F1,LE_imp,CXCL10,ACKR1,False,Mus_musculus
87091,inner_subepi_F1,LE_imp,CXCL10,CXCR3,False,Mus_musculus
87092,inner_subepi_F1,LE_imp,CXCL10,DPP4,False,Mus_musculus
87093,inner_subepi_F1,LE_imp,CXCL12,ACKR3,False,Mus_musculus
87094,inner_subepi_F1,LE_imp,CXCL12,CXCR3,False,Mus_musculus
87095,inner_subepi_F1,LE_imp,CXCL12,CXCR4,False,Mus_musculus
87096,inner_subepi_F1,LE_imp,CXCL12,DPP4,True,Mus_musculus
87097,inner_subepi_F1,LE_imp,CXCL13,ACKR1,False,Mus_musculus
87098,inner_subepi_F1,LE_imp,CXCL13,ACKR4,False,Mus_musculus
87099,inner_subepi_F1,LE_imp,CXCL13,CXCR3,False,Mus_musculus
87100,inner_subepi_F1,LE_imp,CXCL13,CXCR5,False,Mus_musculus
87101,inner_subepi_F1,LE_imp,CXCL17,GPR35,False,Mus_musculus
87102,inner_subepi_F1,LE_imp,CXCL6,ACKR1,False,Mus_musculus
87103,inner_subepi_F1,LE_imp,CXCL6,CXCR2,False,Mus_musculus
87104,inner_subepi_F1,LE_imp,CXCL9,ACKR1,False,Mus_musculus
87105,inner_subepi_F1,LE_imp,CXCL9,CXCR3,False,Mus_musculus
87106,inner_subepi_F1,LE_imp,CXCL9,DPP4,False,Mus_musculus
87473,inner_subepi_F1,LE_imp,CYP19A1,GPER1,False,Mus_musculus
87474,inner_subepi_F1,LE_imp,CYP2S1,LTB4R2,False,Mus_musculus
87475,inner_subepi_F1,LE_imp,DDC,DRD1,False,Mus_musculus
87476,inner_subepi_F1,LE_imp,DDC,DRD3,False,Mus_musculus
87477,inner_subepi_F1,LE_imp,DDC,DRD4,False,Mus_musculus
87478,inner_subepi_F1,LE_imp,DDC,HTR1A,False,Mus_musculus
87479,inner_subepi_F1,LE_imp,DDC,HTR1B,False,Mus_musculus
87480,inner_subepi_F1,LE_imp,DDC,HTR1F,False,Mus_musculus
87481,inner_subepi_F1,LE_imp,DDC,HTR2A,False,Mus_musculus
87482,inner_subepi_F1,LE_imp,DDC,HTR2B,False,Mus_musculus
87483,inner_subepi_F1,LE_imp,DDC,HTR2C,False,Mus_musculus
87484,inner_subepi_F1,LE_imp,DDC,HTR4,False,Mus_musculus
87485,inner_subepi_F1,LE_imp,DDC,HTR6,False,Mus_musculus
87486,inner_subepi_F1,LE_imp,DDC,HTR7,False,Mus_musculus
87107,inner_subepi_F1,LE_imp,DHH,SMO,False,Mus_musculus
87108,inner_subepi_F1,LE_imp,DLK1,NOTCH2,False,Mus_musculus
87109,inner_subepi_F1,LE_imp,DLK1,NOTCH3,False,Mus_musculus
87110,inner_subepi_F1,LE_imp,DLL3,NOTCH2,False,Mus_musculus
87111,inner_subepi_F1,LE_imp,DLL3,NOTCH3,False,Mus_musculus
87112,inner_subepi_F1,LE_imp,DLL4,NOTCH2,False,Mus_musculus
87113,inner_subepi_F1,LE_imp,DLL4,NOTCH3,False,Mus_musculus
87114,inner_subepi_F1,LE_imp,DPP4,CXCL12,False,Mus_musculus
87115,inner_subepi_F1,LE_imp,EDA,EDA2R,False,Mus_musculus
87116,inner_subepi_F1,LE_imp,EDA,EDAR,False,Mus_musculus
87117,inner_subepi_F1,LE_imp,EDN1,EDNRA,False,Mus_musculus
87118,inner_subepi_F1,LE_imp,EDN1,EDNRB,False,Mus_musculus
87119,inner_subepi_F1,LE_imp,EDN2,EDNRA,False,Mus_musculus
87120,inner_subepi_F1,LE_imp,EDN2,EDNRB,False,Mus_musculus
87121,inner_subepi_F1,LE_imp,EDN3,EDNRA,False,Mus_musculus
87122,inner_subepi_F1,LE_imp,EDN3,EDNRB,False,Mus_musculus
87123,inner_subepi_F1,LE_imp,EGF,EGFR,False,Mus_musculus
87124,inner_subepi_F1,LE_imp,ENHO,GPR19,False,Mus_musculus
87487,inner_subepi_F1,LE_imp,ENPP2,LPAR1,True,Mus_musculus
87488,inner_subepi_F1,LE_imp,ENPP2,LPAR2,False,Mus_musculus
87489,inner_subepi_F1,LE_imp,ENPP2,LPAR3,True,Mus_musculus
87490,inner_subepi_F1,LE_imp,ENPP2,LPAR4,False,Mus_musculus
87491,inner_subepi_F1,LE_imp,ENPP2,LPAR5,False,Mus_musculus
87492,inner_subepi_F1,LE_imp,ENPP2,LPAR6,False,Mus_musculus
87493,inner_subepi_F1,LE_imp,ENPP2,S1PR1,False,Mus_musculus
87494,inner_subepi_F1,LE_imp,ENPP2,S1PR2,False,Mus_musculus
87495,inner_subepi_F1,LE_imp,ENPP2,S1PR3,False,Mus_musculus
87496,inner_subepi_F1,LE_imp,ENPP2,S1PR4,False,Mus_musculus
87497,inner_subepi_F1,LE_imp,ENPP2,S1PR5,False,Mus_musculus
87125,inner_subepi_F1,LE_imp,EPGN,EGFR,False,Mus_musculus
87126,inner_subepi_F1,LE_imp,EPO,EPOR,False,Mus_musculus
87127,inner_subepi_F1,LE_imp,EPOR,EPO,False,Mus_musculus
87128,inner_subepi_F1,LE_imp,EREG,EGFR,False,Mus_musculus
87129,inner_subepi_F1,LE_imp,EREG,ERBB4,False,Mus_musculus
87130,inner_subepi_F1,LE_imp,FAM3C,LAMP1,True,Mus_musculus
87131,inner_subepi_F1,LE_imp,FASLG,FAS,False,Mus_musculus
87132,inner_subepi_F1,LE_imp,FGF1,FGFR1,False,Mus_musculus
87133,inner_subepi_F1,LE_imp,FGF1,FGFR2,False,Mus_musculus
87134,inner_subepi_F1,LE_imp,FGF1,FGFR3,False,Mus_musculus
87135,inner_subepi_F1,LE_imp,FGF1,FGFR4,False,Mus_musculus
87136,inner_subepi_F1,LE_imp,FGF1,TGFBR3,False,Mus_musculus
87137,inner_subepi_F1,LE_imp,FGF16,FGFR1,False,Mus_musculus
87138,inner_subepi_F1,LE_imp,FGF16,FGFR2,False,Mus_musculus
87139,inner_subepi_F1,LE_imp,FGF16,FGFR3,False,Mus_musculus
87140,inner_subepi_F1,LE_imp,FGF16,FGFR4,False,Mus_musculus
87141,inner_subepi_F1,LE_imp,FGF17,FGFR1,False,Mus_musculus
87142,inner_subepi_F1,LE_imp,FGF17,FGFR2,False,Mus_musculus
87143,inner_subepi_F1,LE_imp,FGF17,FGFR3,False,Mus_musculus
87144,inner_subepi_F1,LE_imp,FGF17,FGFR4,False,Mus_musculus
87145,inner_subepi_F1,LE_imp,FGF18,FGFR1,False,Mus_musculus
87146,inner_subepi_F1,LE_imp,FGF18,FGFR2,False,Mus_musculus
87147,inner_subepi_F1,LE_imp,FGF18,FGFR3,False,Mus_musculus
87148,inner_subepi_F1,LE_imp,FGF18,FGFR4,False,Mus_musculus
87149,inner_subepi_F1,LE_imp,FGF19,FGFR1,False,Mus_musculus
87150,inner_subepi_F1,LE_imp,FGF19,FGFR2,False,Mus_musculus
87151,inner_subepi_F1,LE_imp,FGF19,FGFR3,False,Mus_musculus
87152,inner_subepi_F1,LE_imp,FGF19,FGFR4,False,Mus_musculus
87153,inner_subepi_F1,LE_imp,FGF2,FGFR1,False,Mus_musculus
87154,inner_subepi_F1,LE_imp,FGF2,FGFR2,True,Mus_musculus
87155,inner_subepi_F1,LE_imp,FGF2,FGFR3,False,Mus_musculus
87156,inner_subepi_F1,LE_imp,FGF2,FGFR4,False,Mus_musculus
87157,inner_subepi_F1,LE_imp,FGF20,FGFR1,False,Mus_musculus
87158,inner_subepi_F1,LE_imp,FGF20,FGFR2,False,Mus_musculus
87159,inner_subepi_F1,LE_imp,FGF20,FGFR3,False,Mus_musculus
87160,inner_subepi_F1,LE_imp,FGF20,FGFR4,False,Mus_musculus
87161,inner_subepi_F1,LE_imp,FGF21,FGFR1,False,Mus_musculus
87162,inner_subepi_F1,LE_imp,FGF21,FGFR3,False,Mus_musculus
87163,inner_subepi_F1,LE_imp,FGF22,FGFR2,False,Mus_musculus
87164,inner_subepi_F1,LE_imp,FGF23,FGFR1,False,Mus_musculus
87165,inner_subepi_F1,LE_imp,FGF23,FGFR2,False,Mus_musculus
87166,inner_subepi_F1,LE_imp,FGF23,FGFR3,False,Mus_musculus
87167,inner_subepi_F1,LE_imp,FGF23,FGFR4,False,Mus_musculus
87168,inner_subepi_F1,LE_imp,FGF5,FGFR1,False,Mus_musculus
87169,inner_subepi_F1,LE_imp,FGF5,FGFR2,False,Mus_musculus
87170,inner_subepi_F1,LE_imp,FGF5,FGFR3,False,Mus_musculus
87171,inner_subepi_F1,LE_imp,FGF5,FGFR4,False,Mus_musculus
87172,inner_subepi_F1,LE_imp,FGF7,FGFR1,False,Mus_musculus
87173,inner_subepi_F1,LE_imp,FGF7,FGFR2,True,Mus_musculus
87174,inner_subepi_F1,LE_imp,FGF7,FGFR3,False,Mus_musculus
87175,inner_subepi_F1,LE_imp,FGF7,FGFR4,False,Mus_musculus
87176,inner_subepi_F1,LE_imp,FGF8,FGFR1,False,Mus_musculus
87177,inner_subepi_F1,LE_imp,FGF8,FGFR2,False,Mus_musculus
87178,inner_subepi_F1,LE_imp,FGF8,FGFR3,False,Mus_musculus
87179,inner_subepi_F1,LE_imp,FGF8,FGFR4,False,Mus_musculus
87180,inner_subepi_F1,LE_imp,FGF9,FGFR1,False,Mus_musculus
87181,inner_subepi_F1,LE_imp,FGF9,FGFR2,False,Mus_musculus
87182,inner_subepi_F1,LE_imp,FGF9,FGFR3,False,Mus_musculus
87183,inner_subepi_F1,LE_imp,FGF9,FGFR4,False,Mus_musculus
87184,inner_subepi_F1,LE_imp,FGFR3,FGF8,False,Mus_musculus
87185,inner_subepi_F1,LE_imp,FGFR3,FGF9,False,Mus_musculus
87186,inner_subepi_F1,LE_imp,FGFR4,FGF8,False,Mus_musculus
87187,inner_subepi_F1,LE_imp,FGFR4,FGF9,False,Mus_musculus
87498,inner_subepi_F1,LE_imp,FTCD,GRM1,False,Mus_musculus
87499,inner_subepi_F1,LE_imp,FTCD,GRM2,False,Mus_musculus
87500,inner_subepi_F1,LE_imp,FTCD,GRM3,False,Mus_musculus
87501,inner_subepi_F1,LE_imp,FTCD,GRM4,False,Mus_musculus
87502,inner_subepi_F1,LE_imp,FTCD,GRM5,False,Mus_musculus
87503,inner_subepi_F1,LE_imp,FTCD,GRM7,False,Mus_musculus
87504,inner_subepi_F1,LE_imp,FTCD,GRM8,False,Mus_musculus
87188,inner_subepi_F1,LE_imp,GAL,GALR2,False,Mus_musculus
87189,inner_subepi_F1,LE_imp,GAL,GALR3,False,Mus_musculus
87190,inner_subepi_F1,LE_imp,GAL,GPR151,False,Mus_musculus
87191,inner_subepi_F1,LE_imp,GALP,GALR2,False,Mus_musculus
87192,inner_subepi_F1,LE_imp,GALP,GALR3,False,Mus_musculus
87193,inner_subepi_F1,LE_imp,GAST,CCKBR,False,Mus_musculus
87194,inner_subepi_F1,LE_imp,GDF10,ACVR2B,False,Mus_musculus
87195,inner_subepi_F1,LE_imp,GDF2,ACVRL1,False,Mus_musculus
87196,inner_subepi_F1,LE_imp,GDF2,BMPR2,False,Mus_musculus
87197,inner_subepi_F1,LE_imp,GDF3,ACVR2A,False,Mus_musculus
87198,inner_subepi_F1,LE_imp,GDF3,ACVR2B,False,Mus_musculus
87199,inner_subepi_F1,LE_imp,GDF5,BMPR1A,False,Mus_musculus
87200,inner_subepi_F1,LE_imp,GDF5,BMPR1B,False,Mus_musculus
87201,inner_subepi_F1,LE_imp,GDF5,BMPR2,False,Mus_musculus
87202,inner_subepi_F1,LE_imp,GDF6,BMPR1A,False,Mus_musculus
87203,inner_subepi_F1,LE_imp,GDF6,BMPR1B,False,Mus_musculus
87204,inner_subepi_F1,LE_imp,GDF6,BMPR2,False,Mus_musculus
87205,inner_subepi_F1,LE_imp,GDF7,BMPR1A,False,Mus_musculus
87206,inner_subepi_F1,LE_imp,GDF7,BMPR1B,False,Mus_musculus
87207,inner_subepi_F1,LE_imp,GDF7,BMPR2,False,Mus_musculus
87208,inner_subepi_F1,LE_imp,GDF9,TGFBR1,False,Mus_musculus
87209,inner_subepi_F1,LE_imp,GDNF,RET,False,Mus_musculus
87210,inner_subepi_F1,LE_imp,GHRH,VIPR1,False,Mus_musculus
87211,inner_subepi_F1,LE_imp,GHRH,VIPR2,False,Mus_musculus
87212,inner_subepi_F1,LE_imp,GHRL,PTGER3,False,Mus_musculus
87213,inner_subepi_F1,LE_imp,GHRL,PTGIR,False,Mus_musculus
87214,inner_subepi_F1,LE_imp,GHRL,TBXA2R,False,Mus_musculus
87505,inner_subepi_F1,LE_imp,GLS,GRM1,False,Mus_musculus
87506,inner_subepi_F1,LE_imp,GLS,GRM2,False,Mus_musculus
